transacao_id,cliente_id,agencia_id,produto_id,data_transacao,tipo_transacao,canal,valor,status_transacao
1141822,20958,102,2,2025-08-04,Pagamento,Cartão,1297.56,Concluída
1141823,20975,103,3,2025-04-27,Transferência,Aplicativo,4273.45,Concluída
1141824,20992,104,4,2023-04-08,Crédito,Cartão,5358.09,Concluída
1141825,21009,105,5,2025-12-26,Débito,Caixa Eletrônico,14904.60,Estornada
1141826,21026,106,1,2022-01-22,Crédito,Caixa Eletrônico,11069.24,Pendente
1141827,21043,107,2,2026-06-07,Crédito,Aplicativo,4073.25,Concluída
1141828,21060,108,3,2022-02-17,Transferência,Caixa Eletrônico,7142.25,Estornada
1141829,21077,109,4,2024-10-20,Débito,Internet Banking,14731.09,Concluída
1141830,21094,110,5,2024-03-15,Pagamento,Aplicativo,11083.74,Pendente
1141831,21111,111,1,2024-08-07,Pagamento,Agência,10426.26,Concluída
1141832,21128,112,2,2022-07-03,Transferência,Caixa Eletrônico,12123.89,Concluída
1141833,21145,113,3,2022-02-08,Pagamento,Aplicativo,8990.19,Estornada
1141834,21162,114,4,2024-04-24,Pagamento,Caixa Eletrônico,14301.18,Concluída
1141835,21179,115,5,2026-06-09,Transferência,Internet Banking,5687.95,Pendente
1141836,21196,116,1,2026-11-21,Débito,Internet Banking,2987.28,Concluída
1141837,21213,117,2,2023-06-04,Transferência,Agência,4353.04,Concluída
1141838,21230,118,3,2022-11-09,Transferência,Internet Banking,10883.98,Concluída
1141839,21247,119,4,2022-04-12,Crédito,Caixa Eletrônico,6741.75,Concluída
1141840,21264,120,5,2026-05-26,Crédito,Caixa Eletrônico,4534.31,Concluída
1141841,21281,101,1,2024-09-21,Transferência,Aplicativo,7107.10,Concluída
1141842,21298,102,2,2025-10-08,Transferência,Cartão,7446.23,Concluída
1141843,21315,103,3,2023-11-22,Crédito,Agência,5796.05,Pendente
1141844,21332,104,4,2026-09-13,Transferência,Cartão,7872.14,Estornada
1141845,21349,105,5,2023-08-26,Crédito,Caixa Eletrônico,14627.22,Pendente
1141846,21366,106,1,2023-07-17,Pagamento,Aplicativo,480.14,Concluída
1141847,21383,107,2,2022-12-17,Débito,Aplicativo,12587.89,Pendente
1141848,21400,108,3,2023-06-28,Crédito,Aplicativo,13521.03,Concluída
1141849,21417,109,4,2022-03-06,Débito,Agência,125.32,Concluída
1141850,21434,110,5,2026-06-18,Transferência,Aplicativo,14463.21,Concluída
1141851,21451,111,1,2024-06-03,Transferência,Cartão,8915.58,Estornada
1141852,21468,112,2,2022-06-25,Débito,Cartão,3427.78,Pendente
1141853,21485,113,3,2022-12-15,Débito,Agência,3375.41,Estornada
1141854,21502,114,4,2026-12-01,Pagamento,Cartão,9008.00,Pendente
1141855,21519,115,5,2025-02-07,Crédito,Internet Banking,5046.63,Estornada
1141856,21536,116,1,2025-04-27,Crédito,Aplicativo,503.68,Concluída
1141857,21553,117,2,2022-10-29,Débito,Caixa Eletrônico,9004.62,Concluída
1141858,21570,118,3,2025-06-21,Pagamento,Aplicativo,2985.45,Estornada
1141859,21587,119,4,2024-04-13,Débito,Aplicativo,1425.76,Estornada
1141860,21604,120,5,2023-12-04,Débito,Aplicativo,3179.72,Pendente
1141861,21621,101,1,2023-04-29,Crédito,Aplicativo,2454.46,Concluída
1141862,21638,102,2,2024-02-13,Transferência,Aplicativo,2556.43,Concluída
1141863,21655,103,3,2024-01-12,Transferência,Aplicativo,7741.71,Concluída
1141864,21672,104,4,2022-02-15,Débito,Agência,6080.52,Estornada
1141865,21689,105,5,2024-02-10,Pagamento,Aplicativo,12660.36,Concluída
1141866,21706,106,1,2026-01-12,Pagamento,Agência,13564.74,Concluída
1141867,21723,107,2,2023-07-13,Crédito,Caixa Eletrônico,5250.31,Concluída
1141868,21740,108,3,2024-09-03,Crédito,Cartão,6772.31,Estornada
1141869,21757,109,4,2026-09-11,Pagamento,Aplicativo,14226.35,Concluída
1141870,21774,110,5,2022-08-11,Transferência,Caixa Eletrônico,2633.75,Pendente
1141871,21791,111,1,2022-09-27,Pagamento,Caixa Eletrônico,11909.91,Estornada
1141872,21808,112,2,2024-12-23,Transferência,Aplicativo,7253.77,Concluída
1141873,21825,113,3,2026-11-17,Crédito,Cartão,475.32,Concluída
1141874,21842,114,4,2024-09-03,Débito,Caixa Eletrônico,4947.59,Concluída
1141875,21859,115,5,2022-01-01,Transferência,Internet Banking,8769.15,Concluída
1141876,21876,116,1,2024-01-18,Transferência,Agência,7612.66,Concluída
1141877,21893,117,2,2025-09-21,Débito,Aplicativo,2684.23,Concluída
1141878,21910,118,3,2026-02-16,Débito,Cartão,10636.29,Concluída
1141879,21927,119,4,2025-07-27,Débito,Cartão,14620.72,Estornada
1141880,21944,120,5,2024-08-05,Transferência,Caixa Eletrônico,8014.61,Concluída
1141881,21961,101,1,2025-01-23,Débito,Caixa Eletrônico,14502.37,Concluída
1141882,21978,102,2,2024-06-08,Pagamento,Caixa Eletrônico,188.58,Pendente
1141883,21995,103,3,2023-02-13,Débito,Agência,14878.52,Concluída
1141884,22012,104,4,2025-04-25,Transferência,Aplicativo,8949.28,Pendente
1141885,22029,105,5,2024-10-27,Pagamento,Aplicativo,9224.30,Concluída
1141886,22046,106,1,2023-09-07,Crédito,Aplicativo,8229.08,Estornada
1141887,22063,107,2,2024-08-27,Transferência,Internet Banking,9199.44,Concluída
1141888,22080,108,3,2026-08-18,Pagamento,Agência,3407.96,Concluída
1141889,22097,109,4,2025-08-18,Crédito,Caixa Eletrônico,1418.18,Concluída
1141890,22114,110,5,2022-02-23,Pagamento,Aplicativo,8775.98,Estornada
1141891,22131,111,1,2025-07-01,Transferência,Aplicativo,11264.60,Estornada
1141892,22148,112,2,2025-07-30,Pagamento,Internet Banking,3400.34,Concluída
1141893,22165,113,3,2026-07-20,Transferência,Agência,3193.73,Estornada
1141894,22182,114,4,2022-08-07,Pagamento,Caixa Eletrônico,3648.80,Concluída
1141895,22199,115,5,2024-03-05,Pagamento,Agência,2828.78,Pendente
1141896,22216,116,1,2023-07-27,Pagamento,Cartão,12011.82,Concluída
1141897,22233,117,2,2023-11-18,Débito,Agência,14047.81,Concluída
1141898,22250,118,3,2024-10-03,Débito,Caixa Eletrônico,9674.45,Concluída
1141899,22267,119,4,2022-05-21,Débito,Agência,12840.50,Concluída
1141900,22284,120,5,2022-03-02,Débito,Cartão,5901.73,Concluída
1141901,22301,101,1,2023-04-26,Débito,Agência,7034.51,Pendente
1141902,22318,102,2,2025-08-22,Débito,Caixa Eletrônico,3968.89,Concluída
1141903,22335,103,3,2022-06-14,Crédito,Caixa Eletrônico,1348.79,Concluída
1141904,22352,104,4,2023-03-04,Pagamento,Cartão,11886.40,Estornada
1141905,22369,105,5,2024-01-13,Crédito,Internet Banking,12710.23,Concluída
1141906,22386,106,1,2024-09-26,Crédito,Agência,10280.06,Concluída
1141907,22403,107,2,2023-11-13,Débito,Internet Banking,11401.74,Concluída
1141908,22420,108,3,2025-08-12,Transferência,Internet Banking,5119.72,Concluída
1141909,22437,109,4,2024-05-10,Crédito,Cartão,1188.11,Pendente
1141910,22454,110,5,2022-03-15,Crédito,Aplicativo,3296.84,Pendente
1141911,22471,111,1,2026-10-30,Pagamento,Internet Banking,6240.33,Concluída
1141912,22488,112,2,2023-06-26,Débito,Aplicativo,4917.88,Concluída
1141913,22505,113,3,2025-02-21,Pagamento,Agência,1139.79,Pendente
1141914,22522,114,4,2024-07-20,Débito,Caixa Eletrônico,1347.36,Pendente
1141915,22539,115,5,2026-12-10,Crédito,Caixa Eletrônico,12440.14,Concluída
1141916,22556,116,1,2024-03-22,Crédito,Cartão,13268.31,Pendente
1141917,22573,117,2,2023-01-24,Débito,Cartão,13626.29,Pendente
1141918,22590,118,3,2023-07-16,Pagamento,Cartão,1898.66,Estornada
1141919,22607,119,4,2026-05-26,Transferência,Cartão,8796.93,Pendente
1141920,22624,120,5,2024-06-01,Pagamento,Internet Banking,14621.90,Concluída
1141921,22641,101,1,2022-04-28,Crédito,Aplicativo,2148.67,Pendente
1141922,22658,102,2,2025-03-03,Débito,Cartão,2823.77,Concluída
1141923,22675,103,3,2023-05-20,Pagamento,Aplicativo,9166.16,Concluída
1141924,22692,104,4,2025-02-20,Débito,Aplicativo,4401.32,Concluída
1141925,22709,105,5,2024-08-10,Crédito,Aplicativo,4137.63,Estornada
1141926,22726,106,1,2022-01-29,Pagamento,Aplicativo,11265.57,Estornada
1141927,22743,107,2,2022-06-28,Crédito,Cartão,11475.06,Concluída
1141928,22760,108,3,2025-11-16,Crédito,Agência,2411.70,Concluída
1141929,22777,109,4,2023-04-05,Pagamento,Agência,7985.19,Concluída
1141930,22794,110,5,2023-09-01,Transferência,Caixa Eletrônico,5656.05,Concluída
1141931,22811,111,1,2025-05-19,Pagamento,Aplicativo,13699.64,Estornada
1141932,22828,112,2,2022-01-15,Pagamento,Caixa Eletrônico,11089.14,Concluída
1141933,22845,113,3,2023-11-22,Débito,Agência,8215.18,Pendente
1141934,22862,114,4,2024-10-17,Transferência,Agência,137.84,Concluída
1141935,22879,115,5,2022-01-05,Transferência,Internet Banking,1447.91,Pendente
1141936,22896,116,1,2022-06-15,Crédito,Aplicativo,2230.93,Estornada
1141937,22913,117,2,2025-01-28,Pagamento,Agência,10353.13,Concluída
1141938,22930,118,3,2024-11-13,Transferência,Internet Banking,4504.03,Estornada
1141939,22947,119,4,2024-01-28,Pagamento,Caixa Eletrônico,10474.07,Concluída
1141940,22964,120,5,2024-05-06,Pagamento,Aplicativo,4605.15,Estornada
1141941,22981,101,1,2023-10-07,Transferência,Cartão,724.89,Concluída
1141942,22998,102,2,2025-08-20,Débito,Caixa Eletrônico,6410.84,Pendente
1141943,23015,103,3,2023-08-11,Transferência,Cartão,11317.56,Concluída
1141944,23032,104,4,2024-09-10,Transferência,Cartão,8706.26,Estornada
1141945,23049,105,5,2026-06-28,Crédito,Cartão,5126.92,Concluída
1141946,23066,106,1,2022-01-22,Crédito,Caixa Eletrônico,1401.47,Concluída
1141947,23083,107,2,2025-10-26,Pagamento,Agência,11794.18,Concluída
1141948,23100,108,3,2023-01-08,Crédito,Aplicativo,8471.85,Concluída
1141949,23117,109,4,2023-08-22,Crédito,Cartão,4180.12,Concluída
1141950,23134,110,5,2022-01-07,Transferência,Agência,10058.29,Estornada
1141951,23151,111,1,2026-08-06,Crédito,Agência,12070.59,Estornada
1141952,23168,112,2,2026-12-01,Débito,Cartão,8689.51,Concluída
1141953,23185,113,3,2025-04-11,Transferência,Caixa Eletrônico,1752.82,Concluída
1141954,23202,114,4,2026-10-06,Pagamento,Caixa Eletrônico,10354.16,Estornada
1141955,23219,115,5,2026-04-20,Transferência,Caixa Eletrônico,5617.04,Pendente
1141956,23236,116,1,2022-12-07,Crédito,Aplicativo,10511.65,Pendente
1141957,23253,117,2,2023-04-28,Pagamento,Aplicativo,6766.99,Pendente
1141958,23270,118,3,2025-05-17,Crédito,Caixa Eletrônico,1927.64,Concluída
1141959,23287,119,4,2022-09-29,Crédito,Agência,13152.10,Concluída
1141960,23304,120,5,2026-08-07,Pagamento,Internet Banking,6239.61,Concluída
1141961,23321,101,1,2026-01-18,Débito,Caixa Eletrônico,7346.03,Concluída
1141962,23338,102,2,2022-08-05,Transferência,Agência,2895.18,Concluída
1141963,23355,103,3,2022-06-25,Débito,Aplicativo,5486.60,Concluída
1141964,23372,104,4,2026-09-30,Pagamento,Aplicativo,3292.42,Concluída
1141965,23389,105,5,2022-03-25,Transferência,Aplicativo,5015.67,Concluída
1141966,23406,106,1,2025-10-19,Crédito,Agência,8487.72,Estornada
1141967,23423,107,2,2025-11-02,Crédito,Agência,9778.27,Pendente
1141968,23440,108,3,2025-04-29,Pagamento,Caixa Eletrônico,11054.16,Concluída
1141969,23457,109,4,2023-05-15,Crédito,Aplicativo,478.70,Pendente
1141970,23474,110,5,2023-02-12,Pagamento,Aplicativo,4527.33,Concluída
1141971,23491,111,1,2022-04-18,Transferência,Agência,7686.63,Concluída
1141972,23508,112,2,2025-06-07,Crédito,Aplicativo,3017.62,Pendente
1141973,23525,113,3,2023-11-17,Crédito,Internet Banking,6172.71,Estornada
1141974,23542,114,4,2025-09-12,Crédito,Agência,12548.52,Concluída
1141975,23559,115,5,2024-02-03,Crédito,Cartão,2412.22,Pendente
1141976,23576,116,1,2026-04-17,Crédito,Agência,5345.74,Concluída
1141977,23593,117,2,2025-02-18,Crédito,Aplicativo,14618.95,Pendente
1141978,23610,118,3,2023-11-10,Débito,Internet Banking,12162.79,Concluída
1141979,23627,119,4,2022-03-30,Débito,Agência,5562.12,Concluída
1141980,23644,120,5,2025-04-14,Pagamento,Caixa Eletrônico,1876.19,Estornada
1141981,23661,101,1,2025-09-17,Pagamento,Cartão,5269.16,Concluída
1141982,23678,102,2,2022-07-21,Débito,Caixa Eletrônico,9873.16,Concluída
1141983,23695,103,3,2025-05-02,Transferência,Cartão,13428.41,Estornada
1141984,23712,104,4,2023-05-21,Crédito,Caixa Eletrônico,9122.85,Concluída
1141985,23729,105,5,2026-04-28,Crédito,Internet Banking,1330.73,Pendente
1141986,23746,106,1,2023-04-22,Transferência,Agência,2469.95,Concluída
1141987,23763,107,2,2022-09-22,Crédito,Cartão,1029.11,Pendente
1141988,23780,108,3,2026-07-13,Débito,Caixa Eletrônico,3802.14,Concluída
1141989,23797,109,4,2024-03-18,Transferência,Internet Banking,11859.73,Estornada
1141990,23814,110,5,2025-09-17,Crédito,Caixa Eletrônico,6747.06,Concluída
1141991,23831,111,1,2025-01-18,Débito,Aplicativo,10995.46,Concluída
1141992,23848,112,2,2026-10-23,Crédito,Internet Banking,3955.57,Pendente
1141993,23865,113,3,2023-01-04,Pagamento,Aplicativo,13054.68,Concluída
1141994,23882,114,4,2022-12-29,Crédito,Agência,1137.41,Concluída
1141995,23899,115,5,2026-03-20,Transferência,Aplicativo,13272.98,Estornada
1141996,23916,116,1,2023-07-03,Transferência,Agência,8688.76,Estornada
1141997,23933,117,2,2025-05-06,Débito,Internet Banking,6472.89,Concluída
1141998,23950,118,3,2022-04-15,Crédito,Aplicativo,3489.34,Concluída
1141999,23967,119,4,2022-03-09,Transferência,Agência,10087.34,Pendente
1142000,23984,120,5,2025-04-19,Pagamento,Agência,130.92,Pendente
1142001,24001,101,1,2026-09-16,Crédito,Internet Banking,704.97,Concluída
1142002,24018,102,2,2026-08-31,Transferência,Agência,3125.18,Concluída
1142003,24035,103,3,2023-04-09,Débito,Caixa Eletrônico,9660.14,Estornada
1142004,24052,104,4,2026-05-08,Crédito,Aplicativo,5037.56,Concluída
1142005,24069,105,5,2025-04-27,Débito,Internet Banking,6711.80,Pendente
1142006,24086,106,1,2022-01-20,Crédito,Aplicativo,8891.28,Pendente
1142007,24103,107,2,2022-10-19,Transferência,Aplicativo,5738.08,Pendente
1142008,24120,108,3,2024-11-08,Transferência,Internet Banking,7277.86,Pendente
1142009,24137,109,4,2024-01-21,Crédito,Cartão,5821.94,Concluída
1142010,24154,110,5,2023-06-26,Crédito,Internet Banking,13813.08,Estornada
1142011,24171,111,1,2026-04-16,Transferência,Caixa Eletrônico,13778.17,Estornada
1142012,24188,112,2,2024-05-13,Débito,Agência,1031.92,Concluída
1142013,24205,113,3,2026-08-24,Pagamento,Agência,3086.34,Concluída
1142014,24222,114,4,2026-06-16,Crédito,Caixa Eletrônico,10607.16,Concluída
1142015,24239,115,5,2026-07-11,Transferência,Internet Banking,8449.89,Estornada
1142016,24256,116,1,2024-02-03,Débito,Caixa Eletrônico,13427.02,Concluída
1142017,24273,117,2,2026-09-29,Crédito,Cartão,12525.85,Concluída
1142018,24290,118,3,2025-04-17,Crédito,Agência,1116.31,Estornada
1142019,24307,119,4,2026-03-04,Crédito,Agência,734.44,Concluída
1142020,24324,120,5,2025-10-16,Transferência,Agência,4065.38,Concluída
1142021,24341,101,1,2024-07-05,Crédito,Agência,4495.92,Pendente
1142022,24358,102,2,2026-09-08,Pagamento,Cartão,6462.08,Estornada
1142023,24375,103,3,2025-11-03,Pagamento,Agência,1814.68,Estornada
1142024,24392,104,4,2026-02-03,Pagamento,Agência,2495.13,Concluída
1142025,24409,105,5,2026-11-03,Crédito,Agência,14086.39,Concluída
1142026,24426,106,1,2022-12-24,Transferência,Caixa Eletrônico,13483.22,Concluída
1142027,24443,107,2,2026-09-15,Crédito,Agência,14568.10,Pendente
1142028,24460,108,3,2024-04-11,Pagamento,Cartão,8704.63,Pendente
1142029,24477,109,4,2023-06-18,Crédito,Internet Banking,13423.34,Concluída
1142030,24494,110,5,2025-10-05,Pagamento,Internet Banking,6707.14,Concluída
1142031,24511,111,1,2023-02-16,Débito,Caixa Eletrônico,2289.11,Concluída
1142032,24528,112,2,2026-11-24,Débito,Internet Banking,10194.07,Pendente
1142033,24545,113,3,2022-05-13,Transferência,Aplicativo,9203.31,Estornada
1142034,24562,114,4,2026-11-06,Transferência,Agência,13925.24,Concluída
1142035,24579,115,5,2026-10-25,Débito,Internet Banking,12940.53,Concluída
1142036,24596,116,1,2026-10-29,Débito,Aplicativo,8082.22,Concluída
1142037,24613,117,2,2024-06-05,Pagamento,Caixa Eletrônico,5814.52,Concluída
1142038,24630,118,3,2024-09-27,Crédito,Cartão,7221.69,Concluída
1142039,24647,119,4,2025-07-31,Pagamento,Aplicativo,11192.94,Concluída
1142040,24664,120,5,2025-06-23,Crédito,Cartão,8434.67,Pendente
1142041,24681,101,1,2023-03-10,Débito,Cartão,2972.81,Estornada
1142042,24698,102,2,2026-02-09,Débito,Internet Banking,14884.05,Concluída
1142043,24715,103,3,2025-08-13,Transferência,Internet Banking,8914.28,Pendente
1142044,24732,104,4,2023-05-15,Crédito,Agência,13723.92,Concluída
1142045,24749,105,5,2022-01-07,Crédito,Aplicativo,5614.24,Pendente
1142046,24766,106,1,2022-12-13,Débito,Cartão,8637.83,Pendente
1142047,24783,107,2,2022-12-01,Transferência,Aplicativo,8880.97,Pendente
1142048,24800,108,3,2025-04-25,Débito,Internet Banking,8095.18,Pendente
1142049,24817,109,4,2022-04-12,Débito,Caixa Eletrônico,12540.00,Concluída
1142050,24834,110,5,2022-05-20,Débito,Caixa Eletrônico,4105.88,Concluída
1142051,24851,111,1,2025-04-07,Crédito,Aplicativo,14985.36,Estornada
1142052,24868,112,2,2022-10-30,Pagamento,Caixa Eletrônico,8835.76,Concluída
1142053,24885,113,3,2022-02-24,Pagamento,Internet Banking,14037.70,Estornada
1142054,24902,114,4,2022-04-19,Débito,Internet Banking,6412.10,Concluída
1142055,24919,115,5,2022-11-17,Débito,Agência,6083.28,Concluída
1142056,24936,116,1,2022-07-21,Transferência,Caixa Eletrônico,5279.40,Concluída
1142057,24953,117,2,2022-03-20,Débito,Cartão,2462.26,Pendente
1142058,24970,118,3,2022-04-18,Débito,Aplicativo,6408.03,Concluída
1142059,24987,119,4,2026-08-24,Pagamento,Cartão,14294.03,Concluída
1142060,25004,120,5,2025-10-26,Pagamento,Cartão,14990.82,Concluída
1142061,25021,101,1,2024-12-29,Transferência,Internet Banking,3508.14,Estornada
1142062,25038,102,2,2025-08-20,Pagamento,Aplicativo,11824.27,Estornada
1142063,25055,103,3,2024-07-27,Débito,Internet Banking,2464.02,Concluída
1142064,25072,104,4,2025-09-01,Transferência,Agência,10984.56,Estornada
1142065,25089,105,5,2022-01-15,Pagamento,Internet Banking,4698.48,Concluída
1142066,25106,106,1,2024-02-19,Débito,Caixa Eletrônico,11427.60,Estornada
1142067,25123,107,2,2022-11-05,Débito,Caixa Eletrônico,3999.01,Concluída
1142068,25140,108,3,2023-11-12,Pagamento,Agência,2305.64,Concluída
1142069,25157,109,4,2023-03-26,Transferência,Internet Banking,6250.34,Concluída
1142070,25174,110,5,2024-03-17,Crédito,Cartão,13933.49,Estornada
1142071,25191,111,1,2024-08-11,Pagamento,Internet Banking,2348.55,Concluída
1142072,25208,112,2,2026-10-07,Transferência,Agência,14228.82,Concluída
1142073,25225,113,3,2024-06-02,Débito,Aplicativo,3364.32,Concluída
1142074,25242,114,4,2023-07-23,Pagamento,Caixa Eletrônico,7272.32,Estornada
1142075,25259,115,5,2025-06-15,Transferência,Internet Banking,5850.13,Concluída
1142076,25276,116,1,2025-03-04,Débito,Cartão,2986.35,Concluída
1142077,25293,117,2,2025-08-04,Pagamento,Caixa Eletrônico,12635.04,Concluída
1142078,25310,118,3,2024-02-15,Débito,Cartão,2451.41,Estornada
1142079,25327,119,4,2026-01-25,Transferência,Caixa Eletrônico,12644.10,Concluída
1142080,25344,120,5,2024-05-12,Transferência,Aplicativo,13593.51,Concluída
1142081,25361,101,1,2023-02-09,Crédito,Agência,4113.36,Concluída
1142082,25378,102,2,2023-05-12,Débito,Cartão,113.69,Pendente
1142083,25395,103,3,2023-09-11,Débito,Caixa Eletrônico,13969.41,Concluída
1142084,25412,104,4,2022-01-08,Débito,Agência,8384.46,Concluída
1142085,25429,105,5,2025-10-07,Débito,Caixa Eletrônico,9164.35,Estornada
1142086,25446,106,1,2026-12-03,Débito,Aplicativo,6547.69,Concluída
1142087,25463,107,2,2025-03-31,Crédito,Cartão,7958.75,Concluída
1142088,25480,108,3,2022-10-19,Transferência,Aplicativo,12215.01,Pendente
1142089,25497,109,4,2025-09-25,Transferência,Internet Banking,3239.22,Concluída
1142090,25514,110,5,2022-05-01,Débito,Caixa Eletrônico,4727.18,Concluída
1142091,25531,111,1,2026-04-22,Transferência,Caixa Eletrônico,14795.56,Concluída
1142092,25548,112,2,2024-08-21,Débito,Agência,9442.40,Concluída
1142093,25565,113,3,2026-07-28,Débito,Caixa Eletrônico,6148.04,Concluída
1142094,25582,114,4,2024-03-15,Transferência,Caixa Eletrônico,14632.55,Estornada
1142095,25599,115,5,2026-04-02,Crédito,Agência,12869.01,Pendente
1142096,25616,116,1,2023-03-03,Débito,Aplicativo,6216.34,Pendente
1142097,25633,117,2,2026-11-25,Pagamento,Cartão,6448.57,Pendente
1142098,25650,118,3,2023-02-18,Pagamento,Cartão,5979.75,Estornada
1142099,25667,119,4,2026-04-30,Pagamento,Internet Banking,4216.99,Concluída
1142100,25684,120,5,2026-09-18,Débito,Aplicativo,588.66,Pendente
1142101,25701,101,1,2024-06-19,Crédito,Aplicativo,10085.82,Concluída
1142102,25718,102,2,2026-04-14,Pagamento,Cartão,41.59,Estornada
1142103,25735,103,3,2023-05-25,Crédito,Cartão,1435.67,Concluída
1142104,25752,104,4,2025-11-05,Débito,Caixa Eletrônico,11563.47,Concluída
1142105,25769,105,5,2026-08-04,Pagamento,Caixa Eletrônico,7335.10,Concluída
1142106,25786,106,1,2024-04-12,Pagamento,Aplicativo,11224.44,Pendente
1142107,25803,107,2,2023-08-14,Débito,Aplicativo,1893.14,Pendente
1142108,25820,108,3,2022-06-03,Transferência,Cartão,7062.70,Estornada
1142109,25837,109,4,2024-05-07,Pagamento,Agência,735.52,Concluída
1142110,25854,110,5,2024-12-21,Pagamento,Caixa Eletrônico,7637.78,Concluída
1142111,25871,111,1,2026-05-22,Transferência,Cartão,3838.21,Concluída
1142112,25888,112,2,2024-07-19,Débito,Aplicativo,9386.27,Estornada
1142113,25905,113,3,2023-11-17,Transferência,Agência,529.46,Concluída
1142114,25922,114,4,2026-02-26,Crédito,Aplicativo,13662.20,Concluída
1142115,25939,115,5,2025-03-20,Débito,Cartão,2784.38,Concluída
1142116,25956,116,1,2025-01-04,Crédito,Agência,714.49,Pendente
1142117,25973,117,2,2024-09-12,Pagamento,Aplicativo,2837.24,Concluída
1142118,25990,118,3,2025-05-07,Transferência,Internet Banking,1430.60,Estornada
1142119,26007,119,4,2023-05-17,Débito,Cartão,267.60,Pendente
1142120,26024,120,5,2026-12-18,Débito,Internet Banking,4699.16,Estornada
1142121,26041,101,1,2025-12-22,Crédito,Agência,14530.11,Concluída
1142122,26058,102,2,2026-02-09,Transferência,Caixa Eletrônico,1625.92,Estornada
1142123,26075,103,3,2023-07-15,Débito,Caixa Eletrônico,845.24,Concluída
1142124,26092,104,4,2022-01-05,Débito,Caixa Eletrônico,4178.75,Concluída
1142125,26109,105,5,2023-01-08,Transferência,Cartão,12573.36,Estornada
1142126,26126,106,1,2026-08-24,Débito,Internet Banking,13032.43,Pendente
1142127,26143,107,2,2026-09-26,Pagamento,Internet Banking,6942.51,Concluída
1142128,26160,108,3,2026-12-19,Crédito,Caixa Eletrônico,3586.43,Concluída
1142129,26177,109,4,2022-07-29,Débito,Internet Banking,14265.06,Estornada
1142130,26194,110,5,2022-08-05,Crédito,Caixa Eletrônico,13786.63,Concluída
1142131,26211,111,1,2022-04-29,Pagamento,Internet Banking,9906.12,Concluída
1142132,26228,112,2,2026-12-02,Pagamento,Caixa Eletrônico,8548.91,Concluída
1142133,26245,113,3,2026-07-29,Pagamento,Caixa Eletrônico,3689.65,Concluída
1142134,26262,114,4,2022-03-12,Crédito,Cartão,6147.08,Pendente
1142135,26279,115,5,2026-10-07,Transferência,Internet Banking,9364.02,Concluída
1142136,26296,116,1,2023-05-12,Débito,Aplicativo,13817.34,Pendente
1142137,26313,117,2,2025-07-01,Transferência,Cartão,3274.65,Concluída
1142138,26330,118,3,2023-05-19,Transferência,Caixa Eletrônico,361.87,Pendente
1142139,26347,119,4,2025-06-27,Débito,Agência,6768.46,Concluída
1142140,26364,120,5,2022-07-09,Transferência,Cartão,4450.74,Estornada
1142141,26381,101,1,2023-06-19,Transferência,Aplicativo,13277.09,Estornada
1142142,26398,102,2,2023-05-18,Pagamento,Aplicativo,11905.51,Concluída
1142143,26415,103,3,2023-02-07,Débito,Caixa Eletrônico,12718.72,Concluída
1142144,26432,104,4,2025-03-15,Transferência,Agência,8910.75,Concluída
1142145,26449,105,5,2023-09-08,Crédito,Internet Banking,10620.20,Pendente
1142146,26466,106,1,2022-11-06,Débito,Internet Banking,156.30,Concluída
1142147,26483,107,2,2023-09-08,Pagamento,Internet Banking,6443.30,Concluída
1142148,26500,108,3,2025-09-19,Pagamento,Agência,6555.60,Pendente
1142149,26517,109,4,2023-12-29,Crédito,Aplicativo,7314.85,Estornada
1142150,26534,110,5,2022-09-26,Transferência,Agência,10223.76,Estornada
1142151,26551,111,1,2023-12-31,Débito,Cartão,14495.28,Pendente
1142152,26568,112,2,2023-09-15,Crédito,Agência,5599.59,Estornada
1142153,26585,113,3,2023-06-16,Crédito,Caixa Eletrônico,7503.57,Pendente
1142154,26602,114,4,2023-04-22,Transferência,Agência,3644.42,Concluída
1142155,26619,115,5,2023-10-05,Transferência,Agência,14618.33,Concluída
1142156,26636,116,1,2023-12-23,Crédito,Agência,11553.52,Estornada
1142157,26653,117,2,2022-05-16,Crédito,Cartão,5814.07,Concluída
1142158,26670,118,3,2026-01-17,Transferência,Cartão,7033.09,Concluída
1142159,26687,119,4,2023-05-30,Transferência,Cartão,4279.41,Pendente
1142160,26704,120,5,2025-08-29,Transferência,Cartão,14774.91,Concluída
1142161,26721,101,1,2024-02-14,Crédito,Cartão,8512.76,Concluída
1142162,26738,102,2,2025-05-28,Crédito,Caixa Eletrônico,11925.56,Concluída
1142163,26755,103,3,2025-12-19,Transferência,Cartão,7303.30,Concluída
1142164,26772,104,4,2023-04-08,Débito,Internet Banking,9545.82,Concluída
1142165,26789,105,5,2023-09-15,Transferência,Caixa Eletrônico,2717.61,Pendente
1142166,26806,106,1,2023-07-17,Pagamento,Agência,7482.22,Concluída
1142167,26823,107,2,2025-11-18,Pagamento,Internet Banking,5722.31,Concluída
1142168,26840,108,3,2023-06-18,Pagamento,Caixa Eletrônico,864.69,Pendente
1142169,26857,109,4,2023-11-21,Pagamento,Aplicativo,12608.32,Concluída
1142170,26874,110,5,2022-08-05,Crédito,Internet Banking,6646.00,Concluída
1142171,26891,111,1,2024-01-15,Débito,Cartão,12628.97,Concluída
