pagamento_id,emprestimo_id,cliente_id,data_vencimento,data_pagamento,numero_parcela,valor_parcela,status_pagamento
9067271,506728,18900,2025-01-17,2025-01-15,1,6203.10,Pago
9067272,506728,18900,2025-02-17,2025-02-15,2,6203.10,Pago
9067273,506728,18900,2025-03-17,2025-03-15,3,6203.10,Pago
9067274,506728,18900,2025-04-17,2025-04-15,4,6203.10,Pago
9067275,506728,18900,2025-05-17,2025-05-15,5,6203.10,Pago
9067276,506728,18900,2025-06-17,2025-06-15,6,6203.10,Pago
9067277,506728,18900,2025-07-17,2025-07-15,7,6203.10,Pago
9067278,506728,18900,2025-08-17,2025-08-15,8,6203.10,Pago
9067279,506728,18900,2025-09-17,2025-09-15,9,6203.10,Pago
9067280,506728,18900,2025-10-17,2025-10-15,10,6203.10,Pago
9067281,506729,18937,2025-01-18,2025-01-26,1,3893.33,Em atraso
9067282,506729,18937,2025-02-18,2025-02-16,2,3893.33,Pago
9067283,506729,18937,2025-03-18,2025-03-16,3,3893.33,Pago
9067284,506729,18937,2025-04-18,2025-04-16,4,3893.33,Pago
9067285,506729,18937,2025-05-18,2025-05-16,5,3893.33,Pago
9067286,506729,18937,2025-06-18,2025-06-16,6,3893.33,Pago
9067287,506729,18937,2025-07-18,2025-07-16,7,3893.33,Pago
9067288,506729,18937,2025-08-18,2025-08-16,8,3893.33,Pago
9067289,506729,18937,2025-09-18,2025-09-16,9,3893.33,Pago
9067290,506729,18937,2025-10-18,2025-10-16,10,3893.33,Pago
9067291,506730,18974,2025-01-19,2025-01-17,1,4066.54,Pago
9067292,506730,18974,2025-02-19,2025-02-17,2,4066.54,Pago
9067293,506730,18974,2025-03-19,2025-03-17,3,4066.54,Pago
9067294,506730,18974,2025-04-19,2025-04-17,4,4066.54,Pago
9067295,506730,18974,2025-05-19,2025-05-17,5,4066.54,Pago
9067296,506730,18974,2025-06-19,2025-06-17,6,4066.54,Pago
9067297,506730,18974,2025-07-19,2025-07-17,7,4066.54,Pago
9067298,506730,18974,2025-08-19,2025-08-17,8,4066.54,Pago
9067299,506730,18974,2025-09-19,2025-09-17,9,4066.54,Pago
9067300,506730,18974,2025-10-19,2025-10-17,10,4066.54,Pago
9067301,506731,19011,2025-01-20,2025-01-18,1,1902.63,Pago
9067302,506731,19011,2025-02-20,2025-02-18,2,1902.63,Pago
9067303,506731,19011,2025-03-20,2025-03-18,3,1902.63,Pago
9067304,506731,19011,2025-04-20,2025-04-18,4,1902.63,Pago
9067305,506731,19011,2025-05-20,2025-05-18,5,1902.63,Pago
9067306,506731,19011,2025-06-20,2025-06-18,6,1902.63,Pago
9067307,506731,19011,2025-07-20,2025-07-18,7,1902.63,Pago
9067308,506731,19011,2025-08-20,2025-08-18,8,1902.63,Pago
9067309,506731,19011,2025-09-20,2025-09-18,9,1902.63,Pago
9067310,506731,19011,2025-10-20,2025-10-28,10,1902.63,Em atraso
9067311,506732,19048,2025-01-21,2025-01-19,1,5942.46,Pago
9067312,506732,19048,2025-02-21,2025-02-19,2,5942.46,Pago
9067313,506732,19048,2025-03-21,2025-03-19,3,5942.46,Pago
9067314,506732,19048,2025-04-21,2025-04-19,4,5942.46,Pago
9067315,506732,19048,2025-05-21,2025-05-19,5,5942.46,Pago
9067316,506732,19048,2025-06-21,2025-06-19,6,5942.46,Pago
9067317,506732,19048,2025-07-21,2025-07-19,7,5942.46,Pago
9067318,506732,19048,2025-08-21,2025-08-19,8,5942.46,Pago
9067319,506732,19048,2025-09-21,,9,5942.46,Pendente
9067320,506732,19048,2025-10-21,2025-10-19,10,5942.46,Pago
9067321,506733,19085,2025-01-22,2025-01-20,1,1081.64,Pago
9067322,506733,19085,2025-02-22,2025-02-20,2,1081.64,Pago
9067323,506733,19085,2025-03-22,2025-03-20,3,1081.64,Pago
9067324,506733,19085,2025-04-22,2025-04-20,4,1081.64,Pago
9067325,506733,19085,2025-05-22,2025-05-20,5,1081.64,Pago
9067326,506733,19085,2025-06-22,2025-06-20,6,1081.64,Pago
9067327,506733,19085,2025-07-22,2025-07-20,7,1081.64,Pago
9067328,506733,19085,2025-08-22,2025-08-20,8,1081.64,Pago
9067329,506733,19085,2025-09-22,2025-09-20,9,1081.64,Pago
9067330,506733,19085,2025-10-22,2025-10-20,10,1081.64,Pago
9067331,506734,19122,2025-01-23,2025-01-21,1,11984.23,Pago
9067332,506734,19122,2025-02-23,2025-02-21,2,11984.23,Pago
9067333,506734,19122,2025-03-23,2025-03-21,3,11984.23,Pago
9067334,506734,19122,2025-04-23,2025-04-21,4,11984.23,Pago
9067335,506734,19122,2025-05-23,2025-05-21,5,11984.23,Pago
9067336,506734,19122,2025-06-23,2025-06-21,6,11984.23,Pago
9067337,506734,19122,2025-07-23,2025-07-21,7,11984.23,Pago
9067338,506734,19122,2025-08-23,2025-08-21,8,11984.23,Pago
9067339,506734,19122,2025-09-23,2025-10-01,9,11984.23,Em atraso
9067340,506734,19122,2025-10-23,2025-10-21,10,11984.23,Pago
9067341,506735,19159,2025-01-24,2025-01-22,1,3990.93,Pago
9067342,506735,19159,2025-02-24,2025-02-22,2,3990.93,Pago
9067343,506735,19159,2025-03-24,2025-03-22,3,3990.93,Pago
9067344,506735,19159,2025-04-24,2025-04-22,4,3990.93,Pago
9067345,506735,19159,2025-05-24,2025-05-22,5,3990.93,Pago
9067346,506735,19159,2025-06-24,2025-06-22,6,3990.93,Pago
9067347,506735,19159,2025-07-24,2025-07-22,7,3990.93,Pago
9067348,506735,19159,2025-08-24,2025-08-22,8,3990.93,Pago
9067349,506735,19159,2025-09-24,2025-09-22,9,3990.93,Pago
9067350,506735,19159,2025-10-24,2025-10-22,10,3990.93,Pago
9067351,506736,19196,2025-01-10,2025-01-08,1,2469.03,Pago
9067352,506736,19196,2025-02-10,2025-02-08,2,2469.03,Pago
9067353,506736,19196,2025-03-10,2025-03-08,3,2469.03,Pago
9067354,506736,19196,2025-04-10,2025-04-08,4,2469.03,Pago
9067355,506736,19196,2025-05-10,2025-05-08,5,2469.03,Pago
9067356,506736,19196,2025-06-10,2025-06-08,6,2469.03,Pago
9067357,506736,19196,2025-07-10,2025-07-08,7,2469.03,Pago
9067358,506736,19196,2025-08-10,2025-08-08,8,2469.03,Pago
9067359,506736,19196,2025-09-10,2025-09-08,9,2469.03,Pago
9067360,506736,19196,2025-10-10,2025-10-08,10,2469.03,Pago
9067361,506737,19233,2025-01-11,2025-01-09,1,3728.13,Pago
9067362,506737,19233,2025-02-11,2025-02-09,2,3728.13,Pago
9067363,506737,19233,2025-03-11,2025-03-09,3,3728.13,Pago
9067364,506737,19233,2025-04-11,2025-04-09,4,3728.13,Pago
9067365,506737,19233,2025-05-11,2025-05-09,5,3728.13,Pago
9067366,506737,19233,2025-06-11,2025-06-09,6,3728.13,Pago
9067367,506737,19233,2025-07-11,2025-07-09,7,3728.13,Pago
9067368,506737,19233,2025-08-11,2025-08-19,8,3728.13,Em atraso
9067369,506737,19233,2025-09-11,2025-09-09,9,3728.13,Pago
9067370,506737,19233,2025-10-11,2025-10-09,10,3728.13,Pago
9067371,506738,19270,2025-01-12,2025-01-10,1,694.80,Pago
9067372,506738,19270,2025-02-12,2025-02-10,2,694.80,Pago
9067373,506738,19270,2025-03-12,2025-03-10,3,694.80,Pago
9067374,506738,19270,2025-04-12,2025-04-10,4,694.80,Pago
9067375,506738,19270,2025-05-12,2025-05-10,5,694.80,Pago
9067376,506738,19270,2025-06-12,2025-06-10,6,694.80,Pago
9067377,506738,19270,2025-07-12,2025-07-10,7,694.80,Pago
9067378,506738,19270,2025-08-12,2025-08-10,8,694.80,Pago
9067379,506738,19270,2025-09-12,2025-09-10,9,694.80,Pago
9067380,506738,19270,2025-10-12,2025-10-10,10,694.80,Pago
9067381,506739,19307,2025-01-13,2025-01-11,1,481.09,Pago
9067382,506739,19307,2025-02-13,2025-02-11,2,481.09,Pago
9067383,506739,19307,2025-03-13,2025-03-11,3,481.09,Pago
9067384,506739,19307,2025-04-13,2025-04-11,4,481.09,Pago
9067385,506739,19307,2025-05-13,2025-05-11,5,481.09,Pago
9067386,506739,19307,2025-06-13,2025-06-11,6,481.09,Pago
9067387,506739,19307,2025-07-13,2025-07-11,7,481.09,Pago
9067388,506739,19307,2025-08-13,2025-08-11,8,481.09,Pago
9067389,506739,19307,2025-09-13,2025-09-11,9,481.09,Pago
9067390,506739,19307,2025-10-13,2025-10-11,10,481.09,Pago
9067391,506740,19344,2025-01-14,2025-01-12,1,17544.46,Pago
9067392,506740,19344,2025-02-14,2025-02-12,2,17544.46,Pago
9067393,506740,19344,2025-03-14,2025-03-12,3,17544.46,Pago
9067394,506740,19344,2025-04-14,2025-04-12,4,17544.46,Pago
9067395,506740,19344,2025-05-14,2025-05-12,5,17544.46,Pago
9067396,506740,19344,2025-06-14,2025-06-12,6,17544.46,Pago
9067397,506740,19344,2025-07-14,2025-07-22,7,17544.46,Em atraso
9067398,506740,19344,2025-08-14,2025-08-12,8,17544.46,Pago
9067399,506740,19344,2025-09-14,2025-09-12,9,17544.46,Pago
9067400,506740,19344,2025-10-14,2025-10-12,10,17544.46,Pago
9067401,506741,19381,2025-01-15,2025-01-13,1,801.13,Pago
9067402,506741,19381,2025-02-15,2025-02-13,2,801.13,Pago
9067403,506741,19381,2025-03-15,2025-03-13,3,801.13,Pago
9067404,506741,19381,2025-04-15,2025-04-13,4,801.13,Pago
9067405,506741,19381,2025-05-15,2025-05-13,5,801.13,Pago
9067406,506741,19381,2025-06-15,2025-06-13,6,801.13,Pago
9067407,506741,19381,2025-07-15,2025-07-13,7,801.13,Pago
9067408,506741,19381,2025-08-15,2025-08-13,8,801.13,Pago
9067409,506741,19381,2025-09-15,2025-09-13,9,801.13,Pago
9067410,506741,19381,2025-10-15,2025-10-13,10,801.13,Pago
9067411,506742,19418,2025-01-16,2025-01-14,1,5537.97,Pago
9067412,506742,19418,2025-02-16,2025-02-14,2,5537.97,Pago
9067413,506742,19418,2025-03-16,2025-03-14,3,5537.97,Pago
9067414,506742,19418,2025-04-16,2025-04-14,4,5537.97,Pago
9067415,506742,19418,2025-05-16,2025-05-14,5,5537.97,Pago
9067416,506742,19418,2025-06-16,,6,5537.97,Pendente
9067417,506742,19418,2025-07-16,2025-07-14,7,5537.97,Pago
9067418,506742,19418,2025-08-16,2025-08-14,8,5537.97,Pago
9067419,506742,19418,2025-09-16,2025-09-14,9,5537.97,Pago
9067420,506742,19418,2025-10-16,2025-10-14,10,5537.97,Pago
9067421,506743,19455,2025-01-17,2025-01-15,1,2200.53,Pago
9067422,506743,19455,2025-02-17,2025-02-15,2,2200.53,Pago
9067423,506743,19455,2025-03-17,2025-03-15,3,2200.53,Pago
9067424,506743,19455,2025-04-17,2025-04-15,4,2200.53,Pago
9067425,506743,19455,2025-05-17,2025-05-15,5,2200.53,Pago
9067426,506743,19455,2025-06-17,2025-06-25,6,2200.53,Em atraso
9067427,506743,19455,2025-07-17,2025-07-15,7,2200.53,Pago
9067428,506743,19455,2025-08-17,2025-08-15,8,2200.53,Pago
9067429,506743,19455,2025-09-17,2025-09-15,9,2200.53,Pago
9067430,506743,19455,2025-10-17,2025-10-15,10,2200.53,Pago
9067431,506744,19492,2025-01-18,2025-01-16,1,3951.94,Pago
9067432,506744,19492,2025-02-18,2025-02-16,2,3951.94,Pago
9067433,506744,19492,2025-03-18,2025-03-16,3,3951.94,Pago
9067434,506744,19492,2025-04-18,2025-04-16,4,3951.94,Pago
9067435,506744,19492,2025-05-18,2025-05-16,5,3951.94,Pago
9067436,506744,19492,2025-06-18,2025-06-16,6,3951.94,Pago
9067437,506744,19492,2025-07-18,2025-07-16,7,3951.94,Pago
9067438,506744,19492,2025-08-18,2025-08-16,8,3951.94,Pago
9067439,506744,19492,2025-09-18,2025-09-16,9,3951.94,Pago
9067440,506744,19492,2025-10-18,2025-10-16,10,3951.94,Pago
9067441,506745,19529,2025-01-19,2025-01-17,1,4336.13,Pago
9067442,506745,19529,2025-02-19,2025-02-17,2,4336.13,Pago
9067443,506745,19529,2025-03-19,2025-03-17,3,4336.13,Pago
9067444,506745,19529,2025-04-19,2025-04-17,4,4336.13,Pago
9067445,506745,19529,2025-05-19,2025-05-17,5,4336.13,Pago
9067446,506745,19529,2025-06-19,2025-06-17,6,4336.13,Pago
9067447,506745,19529,2025-07-19,2025-07-17,7,4336.13,Pago
9067448,506745,19529,2025-08-19,2025-08-17,8,4336.13,Pago
9067449,506745,19529,2025-09-19,2025-09-17,9,4336.13,Pago
9067450,506745,19529,2025-10-19,2025-10-17,10,4336.13,Pago
9067451,506746,19566,2025-01-20,2025-01-18,1,17388.12,Pago
9067452,506746,19566,2025-02-20,2025-02-18,2,17388.12,Pago
9067453,506746,19566,2025-03-20,2025-03-18,3,17388.12,Pago
9067454,506746,19566,2025-04-20,2025-04-18,4,17388.12,Pago
9067455,506746,19566,2025-05-20,2025-05-28,5,17388.12,Em atraso
9067456,506746,19566,2025-06-20,2025-06-18,6,17388.12,Pago
9067457,506746,19566,2025-07-20,2025-07-18,7,17388.12,Pago
9067458,506746,19566,2025-08-20,2025-08-18,8,17388.12,Pago
9067459,506746,19566,2025-09-20,2025-09-18,9,17388.12,Pago
9067460,506746,19566,2025-10-20,2025-10-18,10,17388.12,Pago
9067461,506747,19603,2025-01-21,2025-01-19,1,893.80,Pago
9067462,506747,19603,2025-02-21,2025-02-19,2,893.80,Pago
9067463,506747,19603,2025-03-21,2025-03-19,3,893.80,Pago
9067464,506747,19603,2025-04-21,2025-04-19,4,893.80,Pago
9067465,506747,19603,2025-05-21,2025-05-19,5,893.80,Pago
9067466,506747,19603,2025-06-21,2025-06-19,6,893.80,Pago
9067467,506747,19603,2025-07-21,2025-07-19,7,893.80,Pago
9067468,506747,19603,2025-08-21,2025-08-19,8,893.80,Pago
9067469,506747,19603,2025-09-21,2025-09-19,9,893.80,Pago
9067470,506747,19603,2025-10-21,2025-10-19,10,893.80,Pago
9067471,506748,19640,2025-01-22,2025-01-20,1,12315.36,Pago
9067472,506748,19640,2025-02-22,2025-02-20,2,12315.36,Pago
9067473,506748,19640,2025-03-22,2025-03-20,3,12315.36,Pago
9067474,506748,19640,2025-04-22,2025-04-20,4,12315.36,Pago
9067475,506748,19640,2025-05-22,2025-05-20,5,12315.36,Pago
9067476,506748,19640,2025-06-22,2025-06-20,6,12315.36,Pago
9067477,506748,19640,2025-07-22,2025-07-20,7,12315.36,Pago
9067478,506748,19640,2025-08-22,2025-08-20,8,12315.36,Pago
9067479,506748,19640,2025-09-22,2025-09-20,9,12315.36,Pago
9067480,506748,19640,2025-10-22,2025-10-20,10,12315.36,Pago
9067481,506749,19677,2025-01-23,2025-01-21,1,17242.73,Pago
9067482,506749,19677,2025-02-23,2025-02-21,2,17242.73,Pago
9067483,506749,19677,2025-03-23,2025-03-21,3,17242.73,Pago
9067484,506749,19677,2025-04-23,2025-05-01,4,17242.73,Em atraso
9067485,506749,19677,2025-05-23,2025-05-21,5,17242.73,Pago
9067486,506749,19677,2025-06-23,2025-06-21,6,17242.73,Pago
9067487,506749,19677,2025-07-23,2025-07-21,7,17242.73,Pago
9067488,506749,19677,2025-08-23,2025-08-21,8,17242.73,Pago
9067489,506749,19677,2025-09-23,2025-09-21,9,17242.73,Pago
9067490,506749,19677,2025-10-23,2025-10-21,10,17242.73,Pago
9067491,506750,19714,2025-01-24,2025-01-22,1,2558.39,Pago
9067492,506750,19714,2025-02-24,2025-02-22,2,2558.39,Pago
9067493,506750,19714,2025-03-24,2025-03-22,3,2558.39,Pago
9067494,506750,19714,2025-04-24,2025-04-22,4,2558.39,Pago
9067495,506750,19714,2025-05-24,2025-05-22,5,2558.39,Pago
9067496,506750,19714,2025-06-24,2025-06-22,6,2558.39,Pago
9067497,506750,19714,2025-07-24,2025-07-22,7,2558.39,Pago
9067498,506750,19714,2025-08-24,2025-08-22,8,2558.39,Pago
9067499,506750,19714,2025-09-24,2025-09-22,9,2558.39,Pago
9067500,506750,19714,2025-10-24,2025-10-22,10,2558.39,Pago
9067501,506751,19751,2025-01-10,2025-01-08,1,1594.31,Pago
9067502,506751,19751,2025-02-10,2025-02-08,2,1594.31,Pago
9067503,506751,19751,2025-03-10,2025-03-08,3,1594.31,Pago
9067504,506751,19751,2025-04-10,2025-04-08,4,1594.31,Pago
9067505,506751,19751,2025-05-10,2025-05-08,5,1594.31,Pago
9067506,506751,19751,2025-06-10,2025-06-08,6,1594.31,Pago
9067507,506751,19751,2025-07-10,2025-07-08,7,1594.31,Pago
9067508,506751,19751,2025-08-10,2025-08-08,8,1594.31,Pago
9067509,506751,19751,2025-09-10,2025-09-08,9,1594.31,Pago
9067510,506751,19751,2025-10-10,2025-10-08,10,1594.31,Pago
9067511,506752,19788,2025-01-11,2025-01-09,1,4178.38,Pago
9067512,506752,19788,2025-02-11,2025-02-09,2,4178.38,Pago
9067513,506752,19788,2025-03-11,,3,4178.38,Pendente
9067514,506752,19788,2025-04-11,2025-04-09,4,4178.38,Pago
9067515,506752,19788,2025-05-11,2025-05-09,5,4178.38,Pago
9067516,506752,19788,2025-06-11,2025-06-09,6,4178.38,Pago
9067517,506752,19788,2025-07-11,2025-07-09,7,4178.38,Pago
9067518,506752,19788,2025-08-11,2025-08-09,8,4178.38,Pago
9067519,506752,19788,2025-09-11,2025-09-09,9,4178.38,Pago
9067520,506752,19788,2025-10-11,2025-10-09,10,4178.38,Pago
9067521,506753,19825,2025-01-12,2025-01-10,1,227.56,Pago
9067522,506753,19825,2025-02-12,2025-02-10,2,227.56,Pago
9067523,506753,19825,2025-03-12,2025-03-10,3,227.56,Pago
9067524,506753,19825,2025-04-12,2025-04-10,4,227.56,Pago
9067525,506753,19825,2025-05-12,2025-05-10,5,227.56,Pago
9067526,506753,19825,2025-06-12,2025-06-10,6,227.56,Pago
9067527,506753,19825,2025-07-12,2025-07-10,7,227.56,Pago
9067528,506753,19825,2025-08-12,2025-08-10,8,227.56,Pago
9067529,506753,19825,2025-09-12,2025-09-10,9,227.56,Pago
9067530,506753,19825,2025-10-12,2025-10-10,10,227.56,Pago
9067531,506754,19862,2025-01-13,2025-01-11,1,824.00,Pago
9067532,506754,19862,2025-02-13,2025-02-11,2,824.00,Pago
9067533,506754,19862,2025-03-13,2025-03-11,3,824.00,Pago
9067534,506754,19862,2025-04-13,2025-04-11,4,824.00,Pago
9067535,506754,19862,2025-05-13,2025-05-11,5,824.00,Pago
9067536,506754,19862,2025-06-13,2025-06-11,6,824.00,Pago
9067537,506754,19862,2025-07-13,2025-07-11,7,824.00,Pago
9067538,506754,19862,2025-08-13,2025-08-11,8,824.00,Pago
9067539,506754,19862,2025-09-13,2025-09-11,9,824.00,Pago
9067540,506754,19862,2025-10-13,2025-10-11,10,824.00,Pago
9067541,506755,19899,2025-01-14,2025-01-12,1,9509.67,Pago
9067542,506755,19899,2025-02-14,2025-02-22,2,9509.67,Em atraso
9067543,506755,19899,2025-03-14,2025-03-12,3,9509.67,Pago
9067544,506755,19899,2025-04-14,2025-04-12,4,9509.67,Pago
9067545,506755,19899,2025-05-14,2025-05-12,5,9509.67,Pago
9067546,506755,19899,2025-06-14,2025-06-12,6,9509.67,Pago
9067547,506755,19899,2025-07-14,2025-07-12,7,9509.67,Pago
9067548,506755,19899,2025-08-14,2025-08-12,8,9509.67,Pago
9067549,506755,19899,2025-09-14,2025-09-12,9,9509.67,Pago
9067550,506755,19899,2025-10-14,2025-10-12,10,9509.67,Pago
9067551,506756,19936,2025-01-15,2025-01-13,1,146.95,Pago
9067552,506756,19936,2025-02-15,2025-02-13,2,146.95,Pago
9067553,506756,19936,2025-03-15,2025-03-13,3,146.95,Pago
9067554,506756,19936,2025-04-15,2025-04-13,4,146.95,Pago
9067555,506756,19936,2025-05-15,2025-05-13,5,146.95,Pago
9067556,506756,19936,2025-06-15,2025-06-13,6,146.95,Pago
9067557,506756,19936,2025-07-15,2025-07-13,7,146.95,Pago
9067558,506756,19936,2025-08-15,2025-08-13,8,146.95,Pago
9067559,506756,19936,2025-09-15,2025-09-13,9,146.95,Pago
9067560,506756,19936,2025-10-15,2025-10-13,10,146.95,Pago
9067561,506757,19973,2025-01-16,2025-01-14,1,1602.08,Pago
9067562,506757,19973,2025-02-16,2025-02-14,2,1602.08,Pago
9067563,506757,19973,2025-03-16,2025-03-14,3,1602.08,Pago
9067564,506757,19973,2025-04-16,2025-04-14,4,1602.08,Pago
9067565,506757,19973,2025-05-16,2025-05-14,5,1602.08,Pago
9067566,506757,19973,2025-06-16,2025-06-14,6,1602.08,Pago
9067567,506757,19973,2025-07-16,2025-07-14,7,1602.08,Pago
9067568,506757,19973,2025-08-16,2025-08-14,8,1602.08,Pago
9067569,506757,19973,2025-09-16,2025-09-14,9,1602.08,Pago
9067570,506757,19973,2025-10-16,2025-10-14,10,1602.08,Pago
9067571,506758,20010,2025-01-17,2025-01-25,1,3464.26,Em atraso
9067572,506758,20010,2025-02-17,2025-02-15,2,3464.26,Pago
9067573,506758,20010,2025-03-17,2025-03-15,3,3464.26,Pago
9067574,506758,20010,2025-04-17,2025-04-15,4,3464.26,Pago
9067575,506758,20010,2025-05-17,2025-05-15,5,3464.26,Pago
9067576,506758,20010,2025-06-17,2025-06-15,6,3464.26,Pago
9067577,506758,20010,2025-07-17,2025-07-15,7,3464.26,Pago
9067578,506758,20010,2025-08-17,2025-08-15,8,3464.26,Pago
9067579,506758,20010,2025-09-17,2025-09-15,9,3464.26,Pago
9067580,506758,20010,2025-10-17,2025-10-15,10,3464.26,Pago
9067581,506759,20047,2025-01-18,2025-01-16,1,2415.37,Pago
9067582,506759,20047,2025-02-18,2025-02-16,2,2415.37,Pago
9067583,506759,20047,2025-03-18,2025-03-16,3,2415.37,Pago
9067584,506759,20047,2025-04-18,2025-04-16,4,2415.37,Pago
9067585,506759,20047,2025-05-18,2025-05-16,5,2415.37,Pago
9067586,506759,20047,2025-06-18,2025-06-16,6,2415.37,Pago
9067587,506759,20047,2025-07-18,2025-07-16,7,2415.37,Pago
9067588,506759,20047,2025-08-18,2025-08-16,8,2415.37,Pago
9067589,506759,20047,2025-09-18,2025-09-16,9,2415.37,Pago
9067590,506759,20047,2025-10-18,2025-10-16,10,2415.37,Pago
9067591,506760,20084,2025-01-19,2025-01-17,1,6253.58,Pago
9067592,506760,20084,2025-02-19,2025-02-17,2,6253.58,Pago
9067593,506760,20084,2025-03-19,2025-03-17,3,6253.58,Pago
9067594,506760,20084,2025-04-19,2025-04-17,4,6253.58,Pago
9067595,506760,20084,2025-05-19,2025-05-17,5,6253.58,Pago
9067596,506760,20084,2025-06-19,2025-06-17,6,6253.58,Pago
9067597,506760,20084,2025-07-19,2025-07-17,7,6253.58,Pago
9067598,506760,20084,2025-08-19,2025-08-17,8,6253.58,Pago
9067599,506760,20084,2025-09-19,2025-09-17,9,6253.58,Pago
9067600,506760,20084,2025-10-19,2025-10-27,10,6253.58,Em atraso
9067601,506761,20121,2025-01-20,2025-01-18,1,1557.55,Pago
9067602,506761,20121,2025-02-20,2025-02-18,2,1557.55,Pago
9067603,506761,20121,2025-03-20,2025-03-18,3,1557.55,Pago
9067604,506761,20121,2025-04-20,2025-04-18,4,1557.55,Pago
9067605,506761,20121,2025-05-20,2025-05-18,5,1557.55,Pago
9067606,506761,20121,2025-06-20,2025-06-18,6,1557.55,Pago
9067607,506761,20121,2025-07-20,2025-07-18,7,1557.55,Pago
9067608,506761,20121,2025-08-20,2025-08-18,8,1557.55,Pago
9067609,506761,20121,2025-09-20,2025-09-18,9,1557.55,Pago
9067610,506761,20121,2025-10-20,,10,1557.55,Pendente
9067611,506762,20158,2025-01-21,2025-01-19,1,651.05,Pago
9067612,506762,20158,2025-02-21,2025-02-19,2,651.05,Pago
9067613,506762,20158,2025-03-21,2025-03-19,3,651.05,Pago
9067614,506762,20158,2025-04-21,2025-04-19,4,651.05,Pago
9067615,506762,20158,2025-05-21,2025-05-19,5,651.05,Pago
9067616,506762,20158,2025-06-21,2025-06-19,6,651.05,Pago
9067617,506762,20158,2025-07-21,2025-07-19,7,651.05,Pago
9067618,506762,20158,2025-08-21,2025-08-19,8,651.05,Pago
9067619,506762,20158,2025-09-21,2025-09-19,9,651.05,Pago
9067620,506762,20158,2025-10-21,2025-10-19,10,651.05,Pago
9067621,506763,20195,2025-01-22,2025-01-20,1,727.57,Pago
9067622,506763,20195,2025-02-22,2025-02-20,2,727.57,Pago
9067623,506763,20195,2025-03-22,2025-03-20,3,727.57,Pago
9067624,506763,20195,2025-04-22,2025-04-20,4,727.57,Pago
9067625,506763,20195,2025-05-22,2025-05-20,5,727.57,Pago
9067626,506763,20195,2025-06-22,2025-06-20,6,727.57,Pago
9067627,506763,20195,2025-07-22,2025-07-20,7,727.57,Pago
9067628,506763,20195,2025-08-22,2025-08-20,8,727.57,Pago
9067629,506763,20195,2025-09-22,2025-09-30,9,727.57,Em atraso
9067630,506763,20195,2025-10-22,2025-10-20,10,727.57,Pago
9067631,506764,20232,2025-01-23,2025-01-21,1,11628.59,Pago
9067632,506764,20232,2025-02-23,2025-02-21,2,11628.59,Pago
9067633,506764,20232,2025-03-23,2025-03-21,3,11628.59,Pago
9067634,506764,20232,2025-04-23,2025-04-21,4,11628.59,Pago
9067635,506764,20232,2025-05-23,2025-05-21,5,11628.59,Pago
9067636,506764,20232,2025-06-23,2025-06-21,6,11628.59,Pago
9067637,506764,20232,2025-07-23,2025-07-21,7,11628.59,Pago
9067638,506764,20232,2025-08-23,2025-08-21,8,11628.59,Pago
9067639,506764,20232,2025-09-23,2025-09-21,9,11628.59,Pago
9067640,506764,20232,2025-10-23,2025-10-21,10,11628.59,Pago
9067641,506765,20269,2025-01-24,2025-01-22,1,7897.57,Pago
9067642,506765,20269,2025-02-24,2025-02-22,2,7897.57,Pago
9067643,506765,20269,2025-03-24,2025-03-22,3,7897.57,Pago
9067644,506765,20269,2025-04-24,2025-04-22,4,7897.57,Pago
9067645,506765,20269,2025-05-24,2025-05-22,5,7897.57,Pago
9067646,506765,20269,2025-06-24,2025-06-22,6,7897.57,Pago
9067647,506765,20269,2025-07-24,2025-07-22,7,7897.57,Pago
9067648,506765,20269,2025-08-24,2025-08-22,8,7897.57,Pago
9067649,506765,20269,2025-09-24,2025-09-22,9,7897.57,Pago
9067650,506765,20269,2025-10-24,2025-10-22,10,7897.57,Pago
9067651,506766,20306,2025-01-10,2025-01-08,1,4994.43,Pago
9067652,506766,20306,2025-02-10,2025-02-08,2,4994.43,Pago
9067653,506766,20306,2025-03-10,2025-03-08,3,4994.43,Pago
9067654,506766,20306,2025-04-10,2025-04-08,4,4994.43,Pago
9067655,506766,20306,2025-05-10,2025-05-08,5,4994.43,Pago
9067656,506766,20306,2025-06-10,2025-06-08,6,4994.43,Pago
9067657,506766,20306,2025-07-10,2025-07-08,7,4994.43,Pago
9067658,506766,20306,2025-08-10,2025-08-18,8,4994.43,Em atraso
9067659,506766,20306,2025-09-10,2025-09-08,9,4994.43,Pago
9067660,506766,20306,2025-10-10,2025-10-08,10,4994.43,Pago
9067661,506767,20343,2025-01-11,2025-01-09,1,2525.47,Pago
9067662,506767,20343,2025-02-11,2025-02-09,2,2525.47,Pago
9067663,506767,20343,2025-03-11,2025-03-09,3,2525.47,Pago
9067664,506767,20343,2025-04-11,2025-04-09,4,2525.47,Pago
9067665,506767,20343,2025-05-11,2025-05-09,5,2525.47,Pago
9067666,506767,20343,2025-06-11,2025-06-09,6,2525.47,Pago
9067667,506767,20343,2025-07-11,2025-07-09,7,2525.47,Pago
9067668,506767,20343,2025-08-11,2025-08-09,8,2525.47,Pago
9067669,506767,20343,2025-09-11,2025-09-09,9,2525.47,Pago
9067670,506767,20343,2025-10-11,2025-10-09,10,2525.47,Pago
